Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
Antigua and Barbuda,ATG,61.78273171,62.19541463,62.59853659,62.99258537,63.37858537,63.75607317,64.12556098,64.48807317,64.84212195,65.18919512,65.52934146,65.86202439,66.18826829,66.508,66.82178049,67.13007317,67.43339024,67.7307561,68.02263415,68.30953659,68.59197561,68.86895122,69.14092683,69.40792683,69.67046341,69.9285122,70.18256098,70.43263415,70.67973171,70.92282927,71.16295122,71.40058537,71.63470732,71.86585366,72.093,72.31768293,72.53885366,72.75756098,72.97378049,73.18602439,73.39729268,73.60709756,73.81543902,74.02178049,74.22614634,74.42543902,74.61814634,74.80321951,74.97917073,75.14702439,75.30878049,75.46602439,75.62180488,75.77865854,75.93763415,76.10021951,
Australia,AUS,70.81707317,70.97317073,70.94243902,70.91170732,70.88097561,70.8502439,70.8195122,70.86926829,70.91902439,70.96878049,71.01853659,71.06829268,71.45756098,71.84682927,72.23609756,72.62536585,73.01463415,73.34439024,73.67414634,74.00390244,74.33365854,74.66341463,74.90487805,75.14634146,75.38780488,75.62926829,75.87073171,76.15170732,76.43268293,76.71365854,76.99463415,77.27560976,77.37804878,77.87804878,77.87804878,77.82926829,78.07804878,78.4804878,78.63170732,78.93170732,79.23414634,79.63414634,79.93658537,80.23902439,80.4902439,80.84146341,81.04146341,81.29268293,81.39512195,81.54390244,81.69512195,81.89512195,82.04634146,82.14878049,82.3,82.45121951,
Austria,AUT,68.58560976,69.57731707,69.3095122,69.44365854,69.92195122,69.72219512,70.04585366,69.91780488,70.05756098,69.83317073,69.91463415,70.11463415,70.46341463,71.01463415,71.01219512,71.11463415,71.56585366,71.91463415,72.01219512,72.31219512,72.46341463,72.81219512,72.96097561,73.01219512,73.61219512,73.81463415,74.31707317,74.76829268,75.21707317,75.26585366,75.56829268,75.61707317,75.81707317,76.06829268,76.4195122,76.66829268,76.87073171,77.3195122,77.67073171,77.87560976,78.12682927,78.57560976,78.67804878,78.63170732,79.1804878,79.33170732,79.8804878,80.1804878,80.43170732,80.33170732,80.5804878,80.98292683,80.93658537,81.13658537,81.4902439,81.84390244,
Azerbaijan,AZE,60.8362439,61.23917073,61.64458537,62.052,62.45741463,62.86182927,63.26726829,63.66873171,64.05670732,64.41868293,64.73460976,64.98143902,65.14812195,65.23417073,65.24358537,65.18743902,65.08229268,64.95321951,64.8287561,64.72795122,64.68131707,64.71643902,64.83073171,65.00809756,65.22590244,65.42778049,65.54134146,65.52592683,65.36914634,65.08926829,64.74636585,64.42414634,64.2072439,64.15402439,64.28158537,64.57582927,64.994,65.46239024,65.92336585,66.3554878,66.7582439,67.15029268,67.56107317,68.00368293,68.47019512,68.93726829,69.3752439,69.7565122,70.06395122,70.29368293,70.45131707,70.55180488,70.62395122,70.69058537,70.76321951,70.84878049,
Burundi,BDI,41.23604878,41.54546341,41.86039024,42.17780488,42.49221951,42.79014634,43.05507317,43.28002439,43.46797561,43.62743902,43.78192683,43.95992683,44.18495122,44.47146341,44.81846341,45.21890244,45.65373171,46.09292683,46.5134878,46.90295122,47.26282927,47.60468293,47.93858537,48.26158537,48.5602439,48.78558537,48.88117073,48.82446341,48.62641463,48.3234878,48.00012195,47.76521951,47.70173171,47.85858537,48.23926829,48.80078049,49.46260976,50.11985366,50.69204878,51.1492439,51.4854878,51.72482927,51.92826829,52.14531707,52.39639024,52.69695122,53.05387805,53.45607317,53.89102439,54.35121951,54.82919512,55.31202439,55.78929268,56.25160976,56.69202439,57.10704878,
Belgium,BEL,69.70195122,70.52097561,70.2195122,70.05146341,70.75512195,70.62536585,70.70634146,71.01292683,70.69317073,70.76487805,70.97195122,71.0604878,71.40512195,71.63536585,71.98585366,71.97121951,72.1197561,72.77390244,72.69804878,73.19365854,73.20707317,73.62170732,73.88804878,73.86902439,74.40487805,74.5202439,74.73170732,75.36585366,75.56585366,75.63268293,76.05195122,76.19219512,76.35121951,76.34536585,76.69170732,76.84073171,77.18731707,77.37073171,77.47317073,77.6195122,77.72195122,77.97317073,78.07560976,78.12926829,78.87804878,78.9804878,79.3804878,79.78292683,79.6804878,79.98292683,80.18292683,80.58536585,80.38536585,80.58780488,81.28780488,81.28780488,
Benin,BEN,37.27826829,37.73119512,38.18941463,38.65734146,39.13685366,39.63273171,40.1482439,40.68082927,41.22812195,41.7857561,42.35,42.91673171,43.47980488,44.0334878,44.5724878,45.08690244,45.56514634,46.01004878,46.42792683,46.82926829,47.23458537,47.66892683,48.15034146,48.68831707,49.28278049,49.93468293,50.63846341,51.36902439,52.09673171,52.79346341,53.42,53.93570732,54.32702439,54.59497561,54.75007317,54.81595122,54.83180488,54.84231707,54.89014634,54.99878049,55.1882439,55.4664878,55.81431707,56.20807317,56.63317073,57.06597561,57.48339024,57.86739024,58.2045122,58.49126829,58.72970732,58.93290244,59.12197561,59.31202439,59.51058537,59.72070732,
Burkina Faso,BFA,34.47790244,34.93863415,35.40587805,35.87965854,36.35895122,36.8377561,37.30904878,37.76831707,38.21653659,38.65773171,39.09687805,39.5385122,39.99517073,40.48034146,41.00658537,41.60639024,42.31329268,43.1302439,44.03978049,45.01339024,45.99756098,46.92831707,47.74963415,48.422,48.92436585,49.25121951,49.41753659,49.47226829,49.46290244,49.41987805,49.36560976,49.31646341,49.27795122,49.25965854,49.27770732,49.33836585,49.4435122,49.58834146,49.77692683,50.02070732,50.34592683,50.78321951,51.34019512,52.00807317,52.76778049,53.58131707,54.40390244,55.18880488,55.90229268,56.52497561,57.05139024,57.49204878,57.87931707,58.24063415,58.58846341,58.93129268,
Bangladesh,BGD,45.82931707,46.45792683,47.08397561,47.69246341,48.25543902,48.68953659,48.89541463,48.83814634,48.53670732,48.05153659,47.52541463,47.13858537,47.03431707,47.2955122,47.93012195,48.87080488,49.98773171,51.10568293,52.08982927,52.88729268,53.48804878,53.92802439,54.30307317,54.68956098,55.11443902,55.59065854,56.11519512,56.66858537,57.23487805,57.81565854,58.41756098,59.05026829,59.71785366,60.41880488,61.14553659,61.88739024,62.62956098,63.35787805,64.05914634,64.72382927,65.34797561,65.93017073,66.47817073,67.00014634,67.49719512,67.97185366,68.42563415,68.85997561,69.27785366,69.68378049,70.08029268,70.47195122,70.86026829,71.2452439,71.62590244,72.00119512,
Bulgaria,BGR,69.24756098,70.19560976,69.49195122,70.30926829,71.12121951,71.29390244,71.22341463,70.41390244,71.22512195,70.43,71.25634146,70.87365854,70.8995122,71.34219512,71.20804878,71.0497561,71.39487805,70.81609756,71.18463415,71.30829268,71.15756098,71.57195122,71.18609756,71.38634146,71.4997561,71.22804878,71.73073171,71.52682927,71.60439024,71.72243902,71.64146341,71.56097561,71.49439024,71.34682927,71.20878049,71.05341463,70.89731707,70.35121951,71.06097561,71.41219512,71.66341463,71.76829268,71.86585366,72.06585366,72.56341463,72.56097561,72.61219512,72.66341463,72.96341463,73.41219512,73.51219512,74.16341463,74.31463415,74.86097561,74.46585366,74.46585366,
Bahrain,BHR,52.08936585,53.4585122,54.81826829,56.14658537,57.42587805,58.64007317,59.78312195,60.858,61.86973171,62.81729268,63.69919512,64.5174878,65.27770732,65.98641463,66.64660976,67.26382927,67.83956098,68.37778049,68.87897561,69.34560976,69.77865854,70.17658537,70.53736585,70.864,71.16,71.42787805,71.67168293,71.89595122,72.10570732,72.30797561,72.5072439,72.7095122,72.91473171,73.12390244,73.3375122,73.55507317,73.77509756,73.99160976,74.20309756,74.40607317,74.5994878,74.78182927,74.95407317,75.11770732,75.27321951,75.42214634,75.56646341,75.7077561,75.8475122,75.98778049,76.12756098,76.26785366,76.40763415,76.54595122,76.68326829,76.81909756,
Bahamas,BHS,62.72904878,63.0725122,63.40802439,63.73704878,64.05909756,64.37468293,64.68378049,64.98739024,65.28502439,65.57668293,65.86385366,66.14556098,66.42226829,66.693,66.9587561,67.22002439,67.47631707,67.72812195,67.97495122,68.21878049,68.45860976,68.69541463,68.92968293,69.16046341,69.3872439,69.61060976,69.82909756,70.04278049,70.24965854,70.44778049,70.63065854,70.79180488,70.92963415,71.04814634,71.15480488,71.26256098,71.39043902,71.54987805,71.74787805,71.98436585,72.25429268,72.54509756,72.84126829,73.12729268,73.39465854,73.63887805,73.85846341,74.05946341,74.24743902,74.42390244,74.59239024,74.75441463,74.91446341,75.07353659,75.23365854,75.39682927,
Bosnia and Herzegovina,BIH,60.27621951,60.94158537,61.56797561,62.16234146,62.73368293,63.292,63.84485366,64.39729268,64.94985366,65.5044878,66.06163415,66.62121951,67.17514634,67.71339024,68.22692683,68.70026829,69.11690244,69.47292683,69.76795122,70.00758537,70.21358537,70.41726829,70.63717073,70.87868293,71.13256098,71.35158537,71.47436585,71.46392683,71.3182439,71.06565854,70.78321951,70.57280488,70.51804878,70.66912195,71.0295122,71.56609756,72.20880488,72.85873171,73.43729268,73.90963415,74.26073171,74.50092683,74.67558537,74.82436585,74.9594878,75.09353659,75.23143902,75.3714878,75.51197561,75.65736585,75.80768293,75.96292683,76.12017073,76.27692683,76.4332439,76.58858537,
Belarus,BLR,67.70809756,68.21265854,68.63582927,68.99207317,69.28992683,69.53741463,69.73460976,69.88165854,69.98263415,70.04514634,70.0792439,70.093,70.09241463,70.08243902,70.06807317,70.04826829,70.01590244,69.96741463,69.90631707,69.84163415,69.80202439,69.81917073,69.90821951,70.06465854,70.27192683,70.99268293,71.5495122,70.9902439,71.34146341,71.48292683,70.83658537,70.37804878,70.02195122,68.97073171,68.76829268,68.46097561,68.51219512,68.46097561,68.40731707,67.90731707,68.91219512,68.50731707,68.05609756,68.55365854,68.95609756,68.85121951,69.40487805,70.20731707,70.45609756,70.40731707,70.40487805,70.55365854,71.96585366,72.47073171,72.97073171,73.62439024,
Belize,BLZ,59.96136585,60.51278049,61.07434146,61.64604878,62.22482927,62.80612195,63.38534146,63.95439024,64.50770732,65.03919512,65.54626829,66.02631707,66.48090244,66.91209756,67.324,67.7187561,68.10209756,68.47814634,68.84702439,69.2087561,69.56636585,69.9197561,70.26426829,70.58926829,70.88317073,71.13136585,71.31734146,71.43058537,71.46560976,71.4184878,71.28373171,71.05441463,70.74660976,70.38239024,69.98629268,69.58878049,69.21980488,68.90185366,68.65390244,68.4895122,68.41887805,68.44412195,68.54436585,68.69712195,68.88482927,69.08636585,69.2794878,69.452,69.59421951,69.70307317,69.78204878,69.84368293,69.90514634,69.98204878,70.07743902,70.19236585,
Bermuda,BMU,,,,,,68.89780488,,,,,70.29,,,,,,,,,,72.30463415,,,,,,,,,,,74.0295122,,,,,,,,,77.88536585,77.88536585,78.08780488,78.33414634,78.48536585,78.68536585,78.88780488,78.93414634,79.23658537,79.38843902,79.28853659,81.15268293,81.67780488,80.57243902,80.79731707,81.01219512,
Bolivia,BOL,42.11831707,42.43343902,42.75704878,43.08914634,43.43021951,43.77978049,44.13780488,44.50480488,44.8797561,45.26368293,45.65556098,46.05539024,46.46321951,46.8785122,47.30229268,47.73302439,48.17173171,48.61890244,49.07302439,49.53460976,50.00414634,50.48214634,50.96809756,51.46153659,51.96292683,52.47080488,52.98565854,53.50797561,54.03526829,54.56904878,55.10729268,55.65002439,56.1982439,56.74943902,57.30512195,57.86329268,58.42495122,58.98860976,59.55426829,60.12141463,60.69004878,61.25919512,61.82882927,62.39897561,62.96863415,63.53978049,64.11495122,64.69412195,65.27380488,65.848,66.4077561,66.94256098,67.44546341,67.91343902,68.344,68.73960976,
Brazil,BRA,54.20546341,54.71870732,55.23565854,55.75139024,56.26295122,56.76736585,57.26568293,57.75792683,58.24068293,58.70802439,59.15058537,59.558,59.92480488,60.2515122,60.54109756,60.8005122,61.03912195,61.27082927,61.50646341,61.75497561,62.02029268,62.30436585,62.6022439,62.91146341,63.23207317,63.56256098,63.90046341,64.24582927,64.59821951,64.96119512,65.34031707,65.74268293,66.17180488,66.62768293,67.10682927,67.60319512,68.10973171,68.61639024,69.11309756,69.59129268,70.04197561,70.45960976,70.8452439,71.20187805,71.532,71.83963415,72.13173171,72.41482927,72.69541463,72.97802439,73.26414634,73.55234146,73.83958537,74.12243902,74.40187805,74.67587805,
Barbados,BRB,60.73804878,61.21509756,61.69617073,62.18226829,62.67287805,63.16102439,63.63863415,64.09873171,64.53526829,64.94578049,65.3312439,65.69517073,66.04407317,66.3824878,66.71439024,67.04080488,67.36221951,67.67714634,67.98456098,68.28446341,68.57736585,68.86378049,69.14368293,69.41660976,69.68402439,69.94495122,70.20136585,70.45178049,70.69668293,70.93658537,71.17195122,71.40334146,71.63121951,71.85409756,72.0724878,72.28439024,72.48880488,72.68421951,72.87065854,73.04858537,73.2195122,73.38392683,73.54631707,73.70717073,73.86802439,74.03034146,74.19312195,74.35641463,74.51919512,74.6824878,74.84529268,75.00814634,75.17102439,75.33395122,75.49641463,75.65843902,
Brunei Darussalam,BRN,62.50036585,63.04895122,63.57590244,64.07619512,64.54831707,64.99229268,65.41212195,65.81439024,66.20514634,66.58841463,66.96519512,67.3355122,67.69885366,68.05368293,68.40053659,68.73939024,69.0712439,69.39609756,69.71343902,70.02480488,70.32965854,70.6275122,70.91936585,71.20621951,71.48607317,71.75992683,72.02878049,72.29263415,72.5504878,72.80334146,73.05119512,73.29504878,73.53339024,73.7672439,73.99709756,74.22295122,74.44431707,74.66217073,74.87553659,75.08541463,75.28880488,75.4832439,75.66768293,75.84617073,76.02412195,76.21346341,76.42812195,76.67556098,76.9567561,77.26829268,77.59826829,77.93231707,78.25258537,78.54665854,78.80958537,79.04082927,
Bhutan,BTN,32.35936585,32.73102439,33.09414634,33.45221951,33.8157561,34.20073171,34.62665854,35.10702439,35.65134146,36.26309756,36.94229268,37.68441463,38.4714878,39.2874878,40.11941463,40.95429268,41.78258537,42.60082927,43.406,44.19363415,44.96170732,45.71073171,46.4472439,47.17721951,47.90665854,48.63907317,49.38143902,50.1337561,50.8984878,51.67568293,52.46231707,53.25192683,54.0405122,54.82609756,55.60917073,56.39973171,57.2057561,58.0352439,58.88868293,59.76207317,60.65039024,61.54663415,62.43582927,63.303,64.13617073,64.91843902,65.63790244,66.29309756,66.88502439,67.41665854,67.89241463,68.32319512,68.72290244,69.10292683,69.4712439,69.83285366,
Botswana,BWA,50.54773171,50.90763415,51.25502439,51.59341463,51.9287561,52.27253659,52.63570732,53.0282439,53.45763415,53.92787805,54.44346341,55.00790244,55.61273171,56.2444878,56.89370732,57.54895122,58.1992439,58.83512195,59.44509756,60.01568293,60.54436585,61.03312195,61.48143902,61.88429268,62.22719512,62.50965854,62.73519512,62.88982927,62.94563415,62.86368293,62.55658537,61.9245122,60.9384878,59.61897561,58.02739024,56.23612195,54.33612195,52.47460976,50.81234146,49.4864878,48.69363415,48.61031707,49.24341463,50.5245122,52.35631707,54.55221951,56.87326829,59.07456098,60.95858537,62.41709756,63.40229268,63.95160976,64.22273171,64.36080488,64.4292439,64.48741463,
Central African Republic,CAF,36.48263415,36.89570732,37.31878049,37.76034146,38.22536585,38.72585366,39.2727561,39.86856098,40.5127561,41.20236585,41.93541463,42.70846341,43.50802439,44.31463415,45.11178049,45.88141463,46.60797561,47.28141463,47.89121951,48.42441463,48.87258537,49.23180488,49.50765854,49.7057561,49.82563415,49.86829268,49.83273171,49.72439024,49.5482439,49.31229268,49.01756098,48.66407317,48.25736585,47.80992683,47.33621951,46.8462439,46.3454878,45.84636585,45.37029268,44.94314634,44.59729268,44.36207317,44.25341463,44.27780488,44.43968293,44.73809756,45.16312195,45.68739024,46.284,46.93497561,47.62531707,48.35043902,49.10529268,49.87987805,50.65778049,51.41912195,
Canada,CAN,71.13317073,71.34609756,71.36707317,71.38073171,71.77634146,71.87219512,72.00439024,72.20780488,72.35341463,72.50146341,72.7004878,73.02926829,72.93390244,73.16268293,73.23756098,73.52170732,73.85609756,74.21560976,74.5297561,74.86634146,75.07804878,75.47853659,75.6804878,76.03634146,76.31756098,76.30341463,76.44,76.7395122,76.80926829,77.06560976,77.37707317,77.55341463,77.32073171,77.68512195,77.86195122,77.97756098,78.2304878,78.4804878,78.66243902,78.88292683,79.23658537,79.48780488,79.5902439,79.83902439,80.14146341,80.29268293,80.29268293,80.54390244,80.69512195,80.94634146,81.19756098,81.44878049,81.56243902,81.76504878,81.95660976,82.13763415,
Central Europe and the Baltics,CEB,67.82376209,68.26374839,68.00779332,68.69636848,69.05244017,69.27681461,69.52695537,69.27278129,69.53617344,69.27589883,69.44706991,69.48535544,69.9255778,70.0678602,70.30599818,70.17452814,70.31924102,70.24234605,70.14798914,70.23950194,69.89032991,70.37146956,70.45513367,70.38961098,70.34901758,70.31275699,70.56492213,70.61176532,70.86171837,70.73196965,70.65636732,70.57260774,70.73234787,70.84622957,70.86952676,71.02589323,71.33546524,71.51758933,71.89811827,72.18473465,72.71969035,73.09799286,73.24431357,73.38382869,73.73940392,73.84004668,74.09472478,74.25238333,74.57753902,74.9318257,75.29534873,75.88847488,75.9934886,76.35516299,76.68547642,77.0269071,
Switzerland,CHE,71.31341463,71.64487805,71.19609756,71.18756098,72.07780488,72.20170732,72.33560976,72.63658537,72.5902439,72.61268293,73.0202439,73.13073171,73.64439024,73.94097561,74.28707317,74.66560976,74.78536585,75.23804878,75.18731707,75.46609756,75.45926829,75.69317073,76.03390244,76.03121951,76.60853659,76.73365854,76.89902439,77.19756098,77.22658537,77.42121951,77.24243902,77.51463415,77.80609756,78.08536585,78.35,78.41707317,78.89609756,79.0795122,79.32439024,79.5804878,79.6804878,80.1804878,80.38536585,80.53658537,81.08780488,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,83.19756098,83.19756098,
Channel Islands,CHI,70.63978049,70.73441463,70.83009756,70.93331707,71.04758537,71.17192683,71.29934146,71.42185366,71.53597561,71.64070732,71.73904878,71.836,71.93804878,72.05017073,72.17736585,72.32460976,72.49390244,72.6852439,72.89312195,73.11602439,73.34495122,73.57392683,73.79592683,74.00646341,74.20653659,74.39812195,74.58773171,74.78182927,74.98546341,75.19858537,75.4182439,75.63692683,75.84968293,76.053,76.24739024,76.43685366,76.62787805,76.827,77.03965854,77.26834146,77.5145122,77.77817073,78.05578049,78.33982927,78.62531707,78.90321951,79.16653659,79.41080488,79.63302439,79.83270732,80.01036585,80.1695122,80.31865854,80.46282927,80.6064878,80.75168293,
Chile,CHL,57.45829268,57.98634146,58.51539024,59.04643902,59.57802439,60.11009756,60.64321951,61.17539024,61.70758537,62.23834146,62.76814634,63.2965122,63.82290244,64.34734146,64.86980488,65.38880488,65.90534146,66.41790244,66.9265122,67.43165854,67.93134146,68.42807317,68.91985366,69.40765854,69.891,70.36939024,70.84280488,71.3107561,71.7732439,72.2292439,72.67878049,73.12134146,73.55843902,73.98856098,74.41270732,74.83039024,75.24160976,75.64636585,76.04465854,76.43597561,76.82082927,77.19870732,77.56958537,77.93297561,78.28939024,78.63829268,78.97917073,79.31353659,79.64090244,79.96080488,80.27580488,80.58697561,80.89485366,81.19792683,81.49619512,81.78756098,
China,CHN,43.354,43.67334146,44.39834146,45.57887805,47.18956098,49.13931707,51.28219512,53.42980488,55.4275122,57.19187805,58.68080488,59.90797561,60.95934146,61.90646341,62.76812195,63.55865854,64.28258537,64.93653659,65.52321951,66.04968293,66.5215122,66.93985366,67.3077561,67.6287561,67.91036585,68.15707317,68.37180488,68.55943902,68.72543902,68.88029268,69.0305122,69.18209756,69.33963415,69.50921951,69.69992683,69.92641463,70.19982927,70.52268293,70.89046341,71.29712195,71.73046341,72.17578049,72.61487805,73.03312195,73.41995122,73.76695122,74.07170732,74.34043902,74.58326829,74.80326829,75.00741463,75.20217073,75.39292683,75.58514634,75.78226829,75.98634146,
Cote d'Ivoire,CIV,36.87241463,37.56307317,38.23382927,38.88017073,39.50509756,40.12441463,40.76192683,41.43695122,42.161,42.93209756,43.74343902,44.57982927,45.41602439,46.23121951,47.00946341,47.74221951,48.42487805,49.06165854,49.65590244,50.20404878,50.70907317,51.1744878,51.60290244,51.98839024,52.3224878,52.59412195,52.79168293,52.90417073,52.91819512,52.82743902,52.60692683,52.23273171,51.71160976,51.0675122,50.33609756,49.56065854,48.7902439,48.07504878,47.4635122,46.99256098,46.69939024,46.60760976,46.69558537,46.93297561,47.29653659,47.75185366,48.2587561,48.77882927,49.27978049,49.7404878,50.15146341,50.51721951,50.86334146,51.20846341,51.55958537,51.9197561,
Cameroon,CMR,41.5237561,41.96534146,42.40595122,42.84356098,43.27865854,43.71517073,44.1585122,44.61363415,45.08456098,45.57178049,46.07639024,46.5984878,47.13219512,47.67156098,48.21112195,48.74639024,49.27382927,49.79036585,50.28843902,50.763,51.20702439,51.6135122,51.98197561,52.31041463,52.59734146,52.84478049,53.05673171,53.23821951,53.38978049,53.50995122,53.59126829,53.62426829,53.60195122,53.52482927,53.39687805,53.21860976,52.99053659,52.72609756,52.44673171,52.17385366,51.93587805,51.75719512,51.65526829,51.63904878,51.7164878,51.88904878,52.1502439,52.47914634,52.85582927,53.26485366,53.69482927,54.13736585,54.5875122,55.04180488,55.4927561,55.93439024,
